sku,locale,attribute_family_code,type,categories,name,description,short_description,status,visible_individually,new,featured,guest_checkout,length,width,height,weight,tax_category_name,price,cost,special_price,special_price_from,special_price_to,url_key,meta_title,meta_keywords,meta_description,manage_stock,inventories,related_skus,cross_sell_skus,up_sell_skus,bundle_options,associated_skus
e9e87ba2-3d53-3fed-a611-a77c7bc2e2dd,en,default,simple,,"nisi dignissimos ut ut qui","provident et totam enim quos error modi et fugit et aperiam voluptatem inventore reprehenderit assumenda quis cumque assumenda quo aut aliquam eum pariatur libero quia ipsam et enim ducimus rerum recusandae nihil rerum sapiente tenetur quibusdam voluptatum omnis enim cum quibusdam eos debitis quasi ex cupiditate rerum ea ut minima","ex non dolor in debitis incidunt rem odio doloribus suscipit nesciunt doloremque sit reiciendis enim est sapiente dicta voluptas ipsa et ut omnis aut eum",1,1,,,,,,,1.23,Clothes,14,,,,,magnam-iste-consequatur-voluptatem-perspiciatis-sed-quae-exercitationem,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
88d42288-4e06-326f-a912-a372feaa19c0,en,default,simple,,"eos ea vel vero iure","quod fugiat aut dignissimos magni esse et quae qui est qui excepturi quia dolores quia delectus omnis aperiam assumenda facere sit saepe aliquam iusto enim sapiente omnis sit et est rerum numquam est repellat soluta eius pariatur ab minus explicabo numquam alias omnis molestias non vel eos voluptas sit sint","nostrum ratione nihil reprehenderit totam consectetur ratione suscipit explicabo quasi itaque aperiam doloremque atque cum molestiae doloribus perferendis aliquam deserunt nam sint maiores alias voluptatibus",1,1,,,,,,,1.23,Clothes,14,,,,,quaerat-et-facere-repellat-dignissimos-facere-cupiditate-tempora,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
adab88fb-1db9-3ca4-8140-bb384a155d7d,en,default,simple,,"animi ut aut illo impedit","ab velit dolore error aspernatur ad sunt dolor hic cum quis quisquam vero autem ut veritatis amet repellendus aut debitis a nam doloremque sit suscipit rem at voluptate laborum itaque sunt numquam repellendus nesciunt blanditiis quas aut et tempore perspiciatis dolores omnis ex consequuntur tempora fugit tempora commodi laboriosam et","sit explicabo fugit id nulla quia non doloribus adipisci qui consequatur possimus maxime soluta sunt ex nobis facilis aut id pariatur in vero at accusamus",1,1,,,,,,,1.23,Clothes,14,,,,,non-qui-quia-qui-culpa-aut,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
e2328234-abfd-3495-835c-84dc6c607aaa,en,default,simple,,"voluptates provident qui vitae voluptatem","omnis quibusdam ab aut blanditiis quia autem quia deserunt qui voluptas qui iusto et est ab eos vitae dolores minus dolores cum unde omnis consectetur qui blanditiis amet quaerat vel magnam perspiciatis aut qui ut molestiae dolorem consectetur debitis eos eum ut sint accusantium ad ipsam sit voluptates sunt voluptatem","vero culpa quod laborum ut dolor esse quo voluptatem fuga excepturi unde omnis doloremque excepturi aut ex ullam libero et eligendi voluptatem neque nemo nostrum",1,1,,,,,,,1.23,Clothes,14,,,,,repellendus-corrupti-est-ut-sit-consequatur-voluptate,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
8da2cb26-1066-3eeb-8798-eed3da8b6f0c,en,default,simple,,"debitis doloremque enim velit quidem","debitis aliquam dicta adipisci voluptatem dolores recusandae minima quas nihil earum repellendus dolorem qui dolor quia qui placeat rerum fugiat non voluptate aut iste corrupti exercitationem quia rerum magni vel quis est illo nostrum numquam rerum illum suscipit minima at ut pariatur eum perspiciatis ex autem et sint ut aliquam","aut delectus porro suscipit enim fugit perferendis molestiae sequi qui soluta qui nam et magnam laboriosam iusto veritatis ipsa quos corrupti voluptates autem in cumque",1,1,,,,,,,1.23,Clothes,14,,,,,natus-cumque-molestiae-eaque-illo-totam-occaecati-libero-sapiente,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
f29138a3-c469-3633-a46c-5e100a549107,en,default,simple,,"temporibus dolor assumenda distinctio maxime","atque autem hic in non ducimus recusandae sunt et mollitia error perferendis necessitatibus voluptatem placeat a et vel voluptas vitae consequatur ducimus nobis nemo beatae laudantium sunt sed ut qui necessitatibus pariatur amet consequatur quis iusto blanditiis deserunt sed maiores quo fuga et expedita nihil ut quos sit quo odit","in eveniet eius enim sit architecto in quod quos enim voluptas odio possimus accusantium laborum adipisci est omnis alias aliquam earum amet odio magni aut",1,1,,,,,,,1.23,Clothes,14,,,,,nemo-molestiae-recusandae-omnis-fugiat-laborum,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
48fca388-ee47-3a44-b44b-9356e9e4e1a4,en,default,simple,,"soluta minima sequi id dolorum","rem ut necessitatibus sed rerum officiis cum numquam quae autem quia ea totam quod eligendi aliquid libero ea eum delectus et maxime sint eaque doloremque architecto eos id optio impedit veniam tempore aperiam neque velit distinctio est sit autem voluptatibus aut aut voluptatem qui earum quibusdam voluptates aut facere veniam","quo optio eveniet earum consequatur voluptatibus nesciunt enim veritatis ex delectus cum ullam commodi aperiam et aspernatur libero necessitatibus et non quisquam iure soluta eius",1,1,,,,,,,1.23,Clothes,14,,,,,odio-eaque-mollitia-nam-sit-nobis,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
c98b9fbd-869d-32b3-9613-1ccfc1c84dd6,en,default,simple,,"nihil enim laudantium est corrupti","unde recusandae soluta quia vero sit et asperiores cupiditate maxime animi voluptates et quae et beatae quos et alias facilis rerum accusamus in facere minus saepe consectetur nostrum repellat laudantium officia repudiandae ea laborum dicta quia a non quasi quo ea modi omnis assumenda eius repudiandae alias quia perferendis suscipit","est occaecati voluptates vitae facere natus rerum corrupti sint et mollitia quaerat in sed nam corporis labore nostrum quod rerum cupiditate dolorum repellat voluptatibus ratione",1,1,,,,,,,1.23,Clothes,14,,,,,sapiente-ipsum-id-eligendi-reiciendis-rem-aliquam-reprehenderit-sint,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
09ea4af7-aa78-3f1a-8ebd-43bceb0e059f,en,default,simple,,"et ullam in voluptas animi","expedita at tempora repudiandae eos rem sint suscipit est dolorem commodi nulla dolor et sequi aliquam saepe ipsum aut officia non distinctio et saepe nihil ut aut est temporibus totam ad optio doloribus cum consectetur provident quas id nemo nemo quos excepturi quibusdam voluptatem id est iste dolores beatae in","unde harum quam rem assumenda iure consequuntur reprehenderit facilis dolores expedita quia autem non nulla molestiae alias quisquam rerum perspiciatis consequuntur temporibus tempore quibusdam voluptate",1,1,,,,,,,1.23,Clothes,14,,,,,quo-molestiae-quis-hic-corporis-dolorum-itaque,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
2c56224e-9428-3e79-b867-38f3eb06cd2c,en,default,simple,,"consequatur est amet magni iusto","asperiores debitis temporibus nulla aut tempore voluptate aperiam aperiam quod ut voluptatibus qui quia aut magnam dolorum officiis ipsa in vero aut eum omnis aut eos in et in ad non et fuga molestias occaecati ducimus provident accusantium iusto voluptas non ipsa est alias nulla earum quia iure commodi aut","cupiditate et expedita sunt est occaecati tempora assumenda voluptatem repudiandae omnis laborum ut et corrupti aliquid non quo nobis vitae qui perferendis cum non distinctio",1,1,,,,,,,1.23,Clothes,14,,,,,qui-inventore-et-minus-repellendus-ut-ea,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
596a7b65-c03f-309e-8209-412460820346,en,default,simple,,"dolores provident expedita assumenda nihil","quis enim nemo minus et error qui est dolorem id ducimus aliquam sed quos vero ea possimus voluptatem unde odit ex hic eveniet blanditiis voluptatem officia eligendi aut veniam hic velit numquam voluptatem error occaecati eveniet laudantium aut modi praesentium nihil nihil voluptas molestiae laudantium voluptatem necessitatibus sint doloremque necessitatibus","veritatis dolorem et aut provident dolor est consequuntur adipisci eaque impedit magnam adipisci velit asperiores voluptatem explicabo voluptatem nam quo qui et quis in qui",1,1,,,,,,,1.23,Clothes,14,,,,,sed-ut-eaque-sed-porro,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
e7c7f5ee-c1ee-3e17-97c8-c0939cb4b4ef,en,default,simple,,"autem nulla est illo ipsam","temporibus animi reiciendis alias laborum ex nesciunt tempora ut est aperiam et quas porro qui animi quo ea quod possimus quis explicabo quia enim ut veniam autem nesciunt voluptatem ipsam temporibus molestiae cupiditate consequatur corporis animi quod ullam assumenda aliquam aliquid ipsa dolores quia molestiae quo nemo aperiam non sed","reiciendis dolores sint saepe eius beatae aliquid veritatis impedit et quod accusamus asperiores rerum voluptas ipsam qui excepturi architecto maiores voluptatem facere esse aut quas",1,1,,,,,,,1.23,Clothes,14,,,,,odio-quia-et-culpa-minima-molestias-quibusdam-eos,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
40c679b0-0e98-3427-8a27-6932128f932b,en,default,simple,,"totam distinctio optio illo quidem","ad odit fugit doloribus consequatur suscipit cumque sed voluptas perferendis consequatur qui non aut neque magnam odio rerum dolor repellendus qui cupiditate omnis et rerum doloribus expedita voluptatem nesciunt magni iusto beatae veniam et maxime fugit qui ut dolorem adipisci ut omnis quisquam ratione nihil harum eos a aut id","nihil aut fugit est mollitia soluta assumenda aut debitis velit aut nihil praesentium deleniti cumque vitae nesciunt et facere et dolores facilis iste id dignissimos",1,1,,,,,,,1.23,Clothes,14,,,,,quam-inventore-ducimus-atque-voluptatem-voluptas,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
290555ae-f983-342e-888b-c9c2c717810a,en,default,simple,,"voluptatem est recusandae quibusdam veritatis","quisquam voluptatem quis enim ad labore in sapiente voluptas sit non sint a corporis quis aut atque repudiandae excepturi magnam non et et soluta rem recusandae sunt aspernatur vero sequi ex suscipit incidunt id sit eos veritatis rem itaque et fugiat corrupti et fugiat eveniet voluptatum deserunt repellat dolor eum","debitis rerum dolor quo voluptas tempore at et aut impedit vel earum aspernatur omnis et ut enim ut voluptates nam nihil dolorem eius et sint",1,1,,,,,,,1.23,Clothes,14,,,,,impedit-nulla-quam-explicabo-rerum-aut-occaecati-sunt,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
e60b120a-423f-3085-8e86-1a68229630cb,en,default,simple,,"est est impedit et autem","ab illum incidunt asperiores est tempore delectus vitae voluptas est tempore voluptatibus ipsum in quo assumenda voluptatem qui accusamus corporis laudantium cum nihil illum laborum similique veniam iure nesciunt ut quibusdam doloremque eum fugit qui repellat ut libero quia voluptate saepe architecto iste ipsum eveniet sint odio ex accusamus ab","doloremque similique ducimus ex consequuntur atque natus consequatur aut iste nulla inventore delectus excepturi saepe iusto fugit sit provident ducimus dolorem ut optio error dolorum",1,1,,,,,,,1.23,Clothes,14,,,,,aut-quo-in-quae-harum-aut-inventore,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
75c2b622-0073-3856-964f-d94b91de2480,en,default,simple,,"rerum molestias similique corrupti eum","qui aut fugiat ut assumenda asperiores rem eos placeat officiis repellendus hic tempore magnam minima tempore sapiente dolor ipsa rerum omnis exercitationem quam expedita ratione rerum beatae ratione ut maxime aut necessitatibus voluptatem est perferendis omnis illum sint iste debitis sapiente consequatur consequatur architecto recusandae non in dicta molestiae distinctio","atque est iure animi sed enim dolorem et ipsum quidem optio et eius distinctio est consequuntur omnis repellat quis et animi aut enim unde nam",1,1,,,,,,,1.23,Clothes,14,,,,,aliquam-reiciendis-aut-at-alias-dolor-natus-est,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
9eb9082b-022b-3935-b81a-fb098b33ba6a,en,default,simple,,"et aut perspiciatis alias libero","similique odit neque quisquam vel qui nostrum corporis eos ut esse ut quia dolorem quos sit quae dolores placeat et veritatis aut esse omnis nostrum amet voluptas ut et voluptas placeat sequi incidunt aut illo sint magni voluptas ut accusantium commodi ad aut fugiat reprehenderit ipsum quidem quo qui minima","aut veritatis recusandae et et mollitia dignissimos aperiam corrupti voluptate eos sunt dolores numquam est non corporis voluptatum atque velit exercitationem asperiores laudantium beatae sunt",1,1,,,,,,,1.23,Clothes,14,,,,,facere-nihil-dolor-sunt-ut-fugit-et-consequatur,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
5f248451-dddc-3140-9b91-3284ae38f4f0,en,default,simple,,"voluptatem et facere omnis sit","sunt explicabo eos voluptatibus nulla officiis in id magnam vel voluptatibus sint consequatur sed minima et ut quo saepe dolorum eius eos rerum eum explicabo odio sint nihil tenetur corporis in est autem ut veniam in dolore dolores velit voluptas quia impedit aut sapiente iusto recusandae sint adipisci accusamus animi","ratione nam ex enim minus voluptatum repellat id omnis sequi iure mollitia quis numquam minus est autem totam fugiat facilis eum non fugiat odit animi",1,1,,,,,,,1.23,Clothes,14,,,,,quo-soluta-quis-dolores,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
36c15848-595d-3f41-afaf-e930a2366395,en,default,simple,,"repellat autem quo autem ea","nulla animi eum nemo est quas omnis ut qui qui ullam odit laborum consequatur optio minus qui et perspiciatis ipsum omnis quae voluptatem et soluta nesciunt unde quisquam sint maiores illo ut non eum aut voluptate facilis officiis amet quia est saepe quaerat reiciendis ipsam sint quod aut amet vel","deserunt sit velit iusto cupiditate maiores omnis dolor aut illo perspiciatis consequatur doloremque fugit quaerat dolores ea deserunt debitis provident occaecati magni voluptatem magni totam",1,1,,,,,,,1.23,Clothes,14,,,,,ut-ea-molestiae-doloribus-doloribus-et,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
50896b9f-4336-30be-9c8a-01ea68dcea2a,en,default,simple,,"nihil omnis modi voluptas temporibus","suscipit eveniet laudantium hic autem enim labore numquam magnam suscipit sit necessitatibus repellat quasi ratione aliquid necessitatibus at aut et aperiam est et facilis qui distinctio eum enim mollitia tenetur a at repudiandae sed deleniti eveniet illo cumque nulla nemo voluptates vel dicta libero dolorem amet mollitia dolor quaerat fugiat","incidunt excepturi consectetur ipsa accusamus et mollitia et sit quia ut eveniet et et et quaerat id id cumque et eum voluptatem et dolore labore",1,1,,,,,,,1.23,Clothes,14,,,,,veniam-quasi-aperiam-adipisci,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
28a01380-a736-3d1e-918d-a32817b4bd37,en,default,simple,,"nisi est sit est natus","omnis rerum et animi aut omnis quibusdam distinctio omnis a optio quibusdam ducimus qui deserunt quis molestiae reprehenderit consequatur quis nihil tenetur quia est ut eligendi fugiat minus ullam delectus accusamus aliquam eligendi omnis reprehenderit aut mollitia minima ipsa illo atque neque voluptatem qui illo enim expedita quo labore veniam","nam molestiae quas debitis corporis et et eum aut in quas expedita quas rem qui quae quo dolore ipsum itaque dolore temporibus omnis excepturi ad",1,1,,,,,,,1.23,Clothes,14,,,,,velit-et-veritatis-magni-soluta-voluptatum,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
934abbc6-e420-3137-9e37-eca1bbe2f15f,en,default,simple,,"aliquam quia dolore est aliquam","aut harum et fugit accusamus aut exercitationem omnis occaecati eum tenetur eligendi et molestias quibusdam eos modi sed voluptas qui voluptas est voluptate deleniti nesciunt error debitis id eligendi veniam pariatur voluptates doloribus voluptatem provident corrupti eum nemo facilis quod unde nostrum adipisci tempora qui sequi est rerum velit aut","officia exercitationem ab possimus maxime est aspernatur magnam quibusdam sapiente hic qui itaque quia et aut et enim reprehenderit vel rerum incidunt sed consequatur possimus",1,1,,,,,,,1.23,Clothes,14,,,,,sint-dolor-nesciunt-praesentium-doloremque-odit-aut-quas,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
482f09fd-b60a-3293-95ac-8e858d6fb844,en,default,simple,,"aut sit veniam laudantium dolores","quos molestiae qui eum aut dignissimos vero dolorem dolore modi fugit necessitatibus delectus quae voluptas ipsum et voluptatem dignissimos maiores nihil numquam qui qui possimus quisquam maxime reiciendis voluptatem quia est enim soluta autem cupiditate quo consequuntur dolore quam ea repudiandae sit et repellendus voluptatem et sapiente fugiat autem ut","aut totam sint voluptatem non aut excepturi corrupti enim adipisci adipisci nihil quas rerum quia cum quod recusandae quae repellendus corrupti aut culpa nemo delectus",1,1,,,,,,,1.23,Clothes,14,,,,,sed-et-perspiciatis-non-iusto-eligendi,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
39fa45b3-5a02-37cb-b590-11baf26315d7,en,default,simple,,"sequi est veritatis laboriosam optio","suscipit dolorum error id aut quia nam ipsum quidem saepe nihil sit enim maxime incidunt maiores dolores libero autem amet ratione deserunt nihil voluptas necessitatibus ullam eaque ut fugiat qui accusantium exercitationem est perferendis nam et corporis repudiandae consequatur cumque qui eaque est temporibus quas fuga assumenda earum repellat laudantium","veniam reprehenderit numquam qui doloribus quaerat sunt eveniet ut itaque est earum placeat earum quia voluptas et nulla qui rem debitis aliquam sunt minus amet",1,1,,,,,,,1.23,Clothes,14,,,,,dolores-et-velit-sit-accusamus,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
554ecb20-f90c-3d97-bd14-e0972fb57493,en,default,simple,,"ex et voluptate ab sapiente","recusandae porro aliquam sit harum qui quia eligendi doloribus ad neque molestias dolore nostrum molestiae aspernatur aliquid voluptas delectus non sunt molestiae dolor non consectetur at aliquam doloribus aperiam quo ipsam quas sed similique minima magnam aut sunt consectetur ducimus et ipsa fugit nesciunt nostrum cumque officiis voluptas qui quibusdam","unde quidem ab voluptatum officiis qui in iure rerum et dignissimos praesentium recusandae est veniam et aperiam nobis molestiae id fugit modi et enim autem",1,1,,,,,,,1.23,Clothes,14,,,,,architecto-dolore-eum-numquam-ea-et,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
3914576f-f4ab-3244-83d9-9e0aa16a7c4d,en,default,simple,,"consequuntur iste quia nisi iure","ipsum perferendis cum ratione rerum itaque voluptate atque voluptate qui aut et enim fuga earum aut et ut vero animi odio dolorem rerum laboriosam qui ea libero modi et distinctio ut deleniti quo corporis tempora optio quas cumque rerum nemo tenetur voluptate officiis totam nobis nulla modi mollitia maiores incidunt","non rerum labore sapiente deserunt tempora vero modi vel id harum nesciunt sint aut incidunt et temporibus aut cum doloribus corrupti et temporibus qui enim",1,1,,,,,,,1.23,Clothes,14,,,,,qui-odit-minima-molestiae-amet-placeat,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
0d820f46-9890-3cd7-9349-8decba3e14f3,en,default,simple,,"officiis voluptas et architecto asperiores","corrupti neque quas vel sint aspernatur nostrum cum quasi sapiente omnis architecto blanditiis veniam dolores aut et molestias asperiores fugit ab nulla mollitia nulla ut corporis dolore labore natus nobis doloremque occaecati quia voluptatem debitis et voluptas possimus quas eum asperiores eligendi rerum tempore necessitatibus accusantium fuga dolorem sint velit","aut qui ipsum iusto est necessitatibus dolore est quae est nihil quam dolores et saepe similique quo facilis incidunt ut aut cupiditate enim quia at",1,1,,,,,,,1.23,Clothes,14,,,,,perspiciatis-ea-asperiores-est-ad-deleniti,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
802be674-b44c-3572-bf7f-180880d0400d,en,default,simple,,"necessitatibus ex dolor qui laboriosam","minus ut aliquid dolorem et dolor aut ut similique fugit commodi natus dolor natus non quo sunt sequi minus aut officiis ipsam quia cupiditate minus tempora ut voluptatem id eaque nihil enim beatae ea soluta quos ipsum quo temporibus aut enim provident omnis eum ducimus rerum rem asperiores fugit amet","rerum praesentium similique qui tenetur dicta vel harum asperiores minus accusamus ea natus enim odit rerum repudiandae qui neque nulla quis quia nihil quae corrupti",1,1,,,,,,,1.23,Clothes,14,,,,,non-quis-dolorem-vitae-maxime-et-quae-rem-ea,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
8bcbcf3e-08cb-3265-815f-e7957538fe45,en,default,simple,,"molestias laborum rem illo sed","est repellat voluptates et culpa vero quaerat non consequatur quis minus est aperiam quidem dicta ab placeat reiciendis expedita eius sint velit laborum dolorum eligendi ut aut quasi exercitationem perferendis nihil ea velit quis impedit culpa sit fugit voluptatem accusantium iste vel ut in minima omnis sed vitae rerum suscipit","amet eius molestias hic qui quam accusamus ullam quidem sapiente repudiandae et enim est quam animi veniam officiis omnis repellendus inventore sint unde consequuntur dolorem",1,1,,,,,,,1.23,Clothes,14,,,,,distinctio-sunt-et-veritatis,"Meta Title","meta1, meta2, meta3","meta description",1,default=100,,,,,
